x,y,epochTime
533,607,1575272168
533,607,1575272171
533,607,1575272174
533,607,1575272177
533,607,1575272180
533,607,1575272183
533,607,1575272187
533,607,1575272190
533,607,1575272193
1212,607,1575272208
1212,303,1575272215
1721,303,1575272226
