x,y,epochTime
1212,303,1575271903
1212,303,1575271906
1212,303,1575271908
1212,303,1575271910
1212,303,1575271912
1212,303,1575271914
1212,303,1575271917
1212,303,1575271919
1212,303,1575271921
1212,303,1575271923
1212,303,1575271925
1212,303,1575271927
1212,303,1575271929
1212,303,1575271931
1212,607,1575271937
1721,607,1575271950
1721,303,1575271959
533,303,1575271987
