x,y,AP1:RSSI,AP2:RSSI,AP3:RSSI,AP4:RSSI,Capabilities,epochTime
0,0,Eng2_04F-01:-85,Eng2_02F_A03:-81,Eng2_03F-08:-80,Eng2_06F-07:-72,5,1574980664
0,0,Eng2_04F-01:-85,Eng2_03F-08:-87,Eng2_06F-07:-72,Eng2_07F-06:-66,5,1574980666
0,0,Eng2_04F-01:-85,Eng2_03F-08:-87,Eng2_06F-07:-72,Eng2_07F-06:-66,5,1574980668
0,0,Eng2_04F-01:-85,Eng2_03F-08:-87,Eng2_06F-07:-72,Eng2_07F-06:-66,5,1574980670
0,0,Eng2_04F-01:-85,Eng2_03F-08:-87,Eng2_06F-07:-72,Eng2_07F-06:-66,5,1574980672
0,0,Eng2_04F-01:-85,Eng2_02F_A03:-81,Eng2_03F-08:-87,Eng2_06F-07:-72,5,1574980674
1721,303,Eng2_04F-01:-85,Eng2_02F_A03:-81,Eng2_03F-08:-87,Eng2_06F-07:-72,5,1574980676
0,0,Eng2_04F-01:-85,Eng2_02F_A03:-79,Eng2_03F-05:-61,Eng2_03F-04:-81,5,1574980678
0,0,Eng2_04F-01:-85,Eng2_02F_A03:-79,Eng2_03F-05:-61,Eng2_03F-04:-81,5,1574980680
0,0,Eng2_04F-01:-85,Eng2_02F_A03:-79,Eng2_06F-06:-80,Eng2_03F-05:-65,5,1574980682
1721,607,Eng2_04F-01:-85,Eng2_02F_A03:-79,Eng2_06F-06:-80,Eng2_03F-05:-65,5,1574980684
0,0,Eng2_04F-01:-85,Eng2_02F_A03:-79,Eng2_06F-06:-75,Eng2_03F-05:-62,5,1574980686
0,0,Eng2_04F-01:-85,Eng2_02F_A03:-79,Eng2_06F-06:-75,Eng2_03F-05:-62,5,1574980688
0,0,Eng2_04F-01:-85,Eng2_02F_A03:-79,Eng2_03F-08:-84,Eng2_06F-06:-75,5,1574980690
0,0,Eng2_04F-01:-86,Eng2_02F_A03:-79,Eng2_03F-08:-86,Eng2_06F-06:-70,5,1574980692
0,0,Eng2_04F-01:-86,Eng2_02F_A03:-79,Eng2_03F-08:-86,Eng2_06F-06:-75,5,1574980694
0,0,Eng2_04F-01:-86,Eng2_02F_A03:-79,Eng2_03F-08:-86,Eng2_06F-06:-75,5,1574980696
2245,607,Eng2_04F-01:-86,Eng2_02F_A03:-79,Eng2_03F-08:-87,Eng2_06F-06:-71,5,1574980698
0,0,Eng2_04F-01:-86,Eng2_02F_A03:-79,Eng2_03F-08:-87,Eng2_06F-06:-71,5,1574980700
0,0,Eng2_04F-01:-86,Eng2_02F_A03:-79,Eng2_03F-08:-88,Eng2_06F-06:-67,5,1574980702
0,0,Eng2_04F-01:-86,Eng2_02F_A03:-79,Eng2_03F-08:-88,Eng2_06F-06:-67,5,1574980704
0,0,Eng2_04F-01:-86,Eng2_03F-08:-88,Eng2_06F-06:-70,Eng2_05F-07:-77,5,1574980706
0,0,Eng2_04F-01:-86,Eng2_03F-08:-88,Eng2_06F-06:-70,Eng2_05F-07:-77,5,1574980708
0,0,Eng2_04F-01:-86,Eng2_03F-08:-88,Eng2_06F-06:-70,Eng2_05F-07:-87,5,1574980710
1721,607,Eng2_04F-01:-86,Eng2_03F-08:-88,Eng2_06F-06:-70,Eng2_05F-07:-87,5,1574980712
0,0,Eng2_04F-01:-86,Eng2_06F-06:-70,Eng2_05F-07:-87,Eng2_03F-05:-64,5,1574980714
0,0,Eng2_04F-01:-86,Eng2_06F-06:-87,Eng2_05F-07:-87,Eng2_03F-05:-72,5,1574980716
0,0,Eng2_04F-01:-86,Eng1_01F_A21:-82,Eng2_06F-06:-87,Eng2_05F-07:-87,5,1574980718
0,0,Eng2_04F-01:-86,Eng1_01F_A21:-82,Eng2_06F-06:-87,Eng2_05F-07:-87,5,1574980720
0,0,Eng2_04F-01:-86,Eng1_01F_A21:-82,Eng2_06F-06:-87,Eng2_03F-05:-61,5,1574980722
1212,607,Eng2_04F-01:-86,Eng1_01F_A21:-82,Eng2_06F-06:-87,Eng2_03F-05:-61,5,1574980724
0,0,Eng2_04F-01:-86,Eng1_01F_A21:-89,Eng2_06F-06:-87,Eng2_03F-05:-82,5,1574980726
